"SiteID_WQX","SiteName_WQX","Parameter","SiteID"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Kjeldahl nitrogen","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Orthophosphate","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Phosphate-phosphorus","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Organic carbon","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Alkalinity, total","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Biochemical oxygen demand, standard conditions","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Dissolved oxygen (DO)","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Hardness, Ca, Mg","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","pH","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Temperature, air","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Temperature, water","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Total dissolved solids","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Total suspended solids","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Turbidity","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","2,4,5-T","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","2,4-DB","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Silicon","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Silver","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Thallium","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Antimony","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","2,4-D","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Acifluorfen","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Bentazon","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Dicamba","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Dichlorprop","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Dinoseb","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Pentachlorophenol","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Picloram","ARK0020"
"ARDEQH2O_WQX-ARK0020","Arkansas River at Dam No. 2","Silvex","ARK0020"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Calcium","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Magnesium","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Potassium","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Sodium","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Bromide","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Chloride","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Fluoride","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Sulfate","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Aluminum","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Barium","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Beryllium","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Cadmium","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Chromium","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Cobalt","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Copper","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Iron","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Lead","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Manganese","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Nickel","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Vanadium","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Zinc","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Arsenic","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Boron","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Selenium","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Ammonia-nitrogen","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Kjeldahl nitrogen","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Orthophosphate","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Phosphate-phosphorus","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Organic carbon","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Alkalinity, total","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Biochemical oxygen demand, standard conditions","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Dissolved oxygen (DO)","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Hardness, Ca, Mg","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","pH","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Temperature, air","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Temperature, water","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Total dissolved solids","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Total suspended solids","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Turbidity","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","2,4,5-T","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","2,4-DB","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Silicon","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Silver","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Thallium","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Antimony","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","2,4-D","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Acifluorfen","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Bentazon","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Dicamba","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Dichlorprop","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Dinoseb","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Pentachlorophenol","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Picloram","ARK0023"
"ARDEQH2O_WQX-ARK0023","Bayou Meto on SR11 1.5 miles S of Bayou Meto","Silvex","ARK0023"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Calcium","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Magnesium","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Potassium","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Sodium","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Bromide","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Chloride","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Fluoride","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Sulfate","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Aluminum","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Barium","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Beryllium","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Cadmium","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Chromium","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Cobalt","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Copper","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Iron","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Lead","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Manganese","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Nickel","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Vanadium","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Zinc","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Arsenic","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Boron","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Selenium","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Ammonia-nitrogen","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Kjeldahl nitrogen","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Orthophosphate","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Phosphate-phosphorus","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Organic carbon","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Alkalinity, total","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Biochemical oxygen demand, standard conditions","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Dissolved oxygen (DO)","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Hardness, Ca, Mg","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","pH","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Temperature, air","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Temperature, water","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Total dissolved solids","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Total suspended solids","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Turbidity","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","2,4,5-T","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","2,4-DB","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Silicon","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Silver","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Thallium","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Antimony","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","2,4-D","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Acifluorfen","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Bentazon","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Dicamba","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Dichlorprop","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Dinoseb","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Pentachlorophenol","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Picloram","ARK0011B"
"ARDEQH2O_WQX-ARK0011B","Short Mountain Creek on Short Mountain Rd N of Paris","Silvex","ARK0011B"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Calcium","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Magnesium","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Potassium","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Sodium","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Bromide","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Chloride","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Fluoride","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Sulfate","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Aluminum","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Barium","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Beryllium","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Cadmium","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Chromium","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Cobalt","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Copper","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Iron","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Lead","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Manganese","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Nickel","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Vanadium","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Zinc","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Arsenic","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Boron","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Selenium","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Ammonia-nitrogen","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Kjeldahl nitrogen","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Orthophosphate","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Phosphate-phosphorus","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Organic carbon","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Alkalinity, total","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Biochemical oxygen demand, standard conditions","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Dissolved oxygen (DO)","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Hardness, Ca, Mg","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","pH","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Temperature, air","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Temperature, water","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Total dissolved solids","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Total suspended solids","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Turbidity","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","2,4,5-T","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","2,4-DB","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Silicon","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Silver","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Thallium","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Antimony","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","2,4-D","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Acifluorfen","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Bentazon","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Dicamba","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Dichlorprop","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Dinoseb","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Pentachlorophenol","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Picloram","ARK0015"
"ARDEQH2O_WQX-ARK0015","James Fork on CR45 1.5 miles S of Hackett","Silvex","ARK0015"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Calcium","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Magnesium","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Potassium","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Sodium","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Bromide","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Chloride","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Fluoride","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Sulfate","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Aluminum","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Barium","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Beryllium","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Cadmium","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Chromium","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Cobalt","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Copper","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Iron","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Lead","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Manganese","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Nickel","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Vanadium","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Zinc","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Arsenic","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Boron","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Selenium","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Ammonia-nitrogen","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Kjeldahl nitrogen","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Orthophosphate","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Phosphate-phosphorus","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Organic carbon","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Alkalinity, total","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Biochemical oxygen demand, standard conditions","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Dissolved oxygen (DO)","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Hardness, Ca, Mg","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","pH","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Temperature, air","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Temperature, water","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Total dissolved solids","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Total suspended solids","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Turbidity","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","2,4,5-T","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","2,4-DB","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Silicon","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Silver","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Thallium","ARK0010C"
"ARDEQH2O_WQX-ARK0010C","Clear Creek at Hwy. 112 Bridge","Antimony","ARK0010C"
